Filename,Formula,Notes,Num Elements,1a CsCl,1b CsCl
1101008.cif,CsI,rt,2,Cs,I
380502.cif,CsI,rt,2,Cs,I
1310279.cif,CsI,rt,2,Cs,I
380505.cif,CsI,rt,2,Cs,I
1521334.cif,CsI,rt,2,Cs,I
1014641.cif,CsI,rt,2,Cs,I
1605305.cif,CsI,rt,2,Cs,I
1238197.cif,CsI,rt,2,Cs,I
1605602.cif,CsI,rt,2,Cs,I
541231.cif,CsI,rt,2,Cs,I
1300927.cif,CsI,rt,2,Cs,I
376646.cif,CsI,rt,2,Cs,I
553272.cif,CsI,rt,2,Cs,I
553897.cif,CsI,rt,2,Cs,I
1300405.cif,CsI,rt,2,Cs,I
541161.cif,CsI,rt,2,Cs,I
1921284.cif,CsF,hp,2,Cs,F
1965920.cif,Cr0.01Pb0.99Se,hp2,3,Pb0.99Cr0.01,Se
1965765.cif,Cr0.50Ga0.50Ti0.50V0.50,,4,Cr0.5V0.5,Ga0.5Ti0.5
1960956.cif,Cr0.30Ga0.50Mn1.20,,3,Mn,Ga0.5Cr0.3Mn0.2
1965766.cif,Cr0.50Fe0.02Ga0.50Ti0.50V0.50,,5,Cr0.495V0.495Fe0.01,Ga0.495Ti0.495Fe0.01
1949474.cif,Cr0.04CuZr0.96,,3,Zr0.96Cr0.04,Cu
1942876.cif,CoZr,,2,Co,Zr
1235520.cif,CoZr,,2,Co,Zr
450960.cif,CoZr,,2,Co,Zr
252228.cif,CoZr,,2,Zr,Co
1962897.cif,CoZr,,2,Zr,Co
1822466.cif,CoZr,,2,Co,Zr
457966.cif,CoZr,,2,Co,Zr
1141448.cif,CoZr,,2,Co,Zr
1940881.cif,CoZr,,2,Zr,Co
531763.cif,CoZr,,2,Co,Zr
531823.cif,CoZr,,2,Co,Zr
260019.cif,CoZr,,2,Zr,Co
1406084.cif,CoZr,,2,Zr,Co
1946580.cif,CoZr,,2,Zr,Co
1607476.cif,CoZr,,2,Zr,Co
1235521.cif,Co0.90Zn0.10Zr,,3,Co0.9Zn0.1,Zr
1941818.cif,CoTi0.70Zr0.30,?,3,Co,Ti0.7Zr0.3
1941821.cif,CoTi0.70Zr0.30,,3,Co,Ti0.7Zr0.3
1836419.cif,CoTi0.20Zr0.80,,3,Zr0.8Ti0.2,Co
1946581.cif,CoTi0.20Zr0.80,,3,Zr0.8Ti0.2,Co
1413593.cif,Co0.98Ti1.02,,2,Ti,Co0.98Ti0.02
1617190.cif,CoTi,,2,Ti,Co
547074.cif,CoTi,,2,Ti,Co
252217.cif,CoTi,,2,Ti,Co
1941820.cif,CoTi,,2,Co,Ti
535063.cif,CoTi,,2,Ti,Co
455161.cif,CoTi,,2,Ti,Co
1617155.cif,CoTi,,2,Ti,Co
1217759.cif,CoTi,,2,Co,Ti
558348.cif,CoTi,,2,Co,Ti
261324.cif,CoTi,,2,Co,Ti
1617146.cif,CoTi,,2,Ti,Co
455385.cif,CoTi,,2,Co,Ti
457608.cif,CoTi,,2,Ti,Co
382900.cif,CoTi,,2,Co,Ti
1945454.cif,Co0.96Ta0.13Ti0.91,,3,Co0.96Ta0.04,Ti0.91Ta0.09
533566.cif,Co1.50Sn0.50,hp2,2,Co,Co0.5Sn0.5
533624.cif,Co1.50Sn0.50,hp2,2,Co,Co0.5Sn0.5
1322343.cif,Co1.20Si0.50V0.30,,3,Si0.5V0.3Co0.2,Co
1940502.cif,Co0.92Si0.08Ti,,3,Ti,Co0.92Si0.08
1832581.cif,CoSi,tf,2,Co,Si
1815120.cif,CoSi,,2,Co,Si
1946582.cif,CoSc0.20Zr0.80,,3,Zr0.8Sc0.2,Co
527256.cif,CoSc,,2,Sc,Co
453568.cif,CoSc,,2,Co,Sc
527118.cif,CoSc,,2,Sc,Co
547054.cif,Co1.50Sb0.10Sn0.40,m,3,Co,Co0.5Sn0.4Sb0.1
539747.cif,Co0.76Ni0.24Zr,,3,Zr,Co0.76Ni0.24
461233.cif,Co0.80Ni0.20Zr,,3,Zr,Co0.8Ni0.2
461234.cif,Co0.80Ni0.20Zr,,3,Zr,Co0.8Ni0.2
1946583.cif,Co0.80Ni0.20Zr,,3,Zr,Co0.8Ni0.2
1822467.cif,Co0.80Ni0.20Zr,,3,Co0.8Ni0.2,Zr
1921366.cif,Co0.80Ni0.20Zr,,3,Zr,Co0.8Ni0.2
1836420.cif,Co0.80Ni0.20Ti0.20Zr0.80,,4,Zr0.8Ti0.2,Co0.8Ni0.2
1617147.cif,Co0.20Ni0.80Ti,,3,Ti,Ni0.8Co0.2
1413592.cif,Co0.26Ni0.74Ti,,3,Ti,Ni0.74Co0.26
1831358.cif,Co0.42Ni0.66Ti0.92,,3,Ti0.92Ni0.08,Ni0.58Co0.42
1617191.cif,Co0.50Ni0.50Ti,,3,Ti,Co0.5Ni0.5
1617157.cif,Co0.75Ni0.25Ti,,3,Ti,Co0.75Ni0.25
1941822.cif,Co0.84Ni0.16Ti,,3,Co0.84Ni0.16,Ti
1625397.cif,CoNb0.26Zr0.74,,3,Zr0.74Nb0.26,Co
1822347.cif,CoNb0.10Zr0.90,,3,Zr0.9Nb0.1,Co
1822343.cif,CoNb0.10Ti0.90,,3,Ti0.9Nb0.1,Co
1947057.cif,CoMn0.50Si0.50,tf,3,Co,Mn0.5Si0.5
1011021.cif,CoMn0.50Si0.50,,3,Co,Mn0.5Si0.5
1260684.cif,Co0.25Mn0.72Ni0.73Ti0.30,tf,4,Mn0.7Ti0.3,Ni0.73Co0.25Mn0.02
1967493.cif,Co0.18Mn0.78Ni0.83Sn0.20Ti0.01,,5,Ni0.83Co0.17,Mn0.78Sn0.2Co0.01Ti0.01
1243480.cif,Co0.16MnNi0.68Sn0.16,,4,Mn,Ni0.68Co0.16Sn0.16
547053.cif,Co1.50In0.25Sn0.25,m,3,Co,Co0.5In0.25Sn0.25
547052.cif,Co1.50In0.10Sn0.40,m,3,Co,Co0.5Sn0.4In0.1
1607477.cif,CoHf0.50Zr0.50,,3,Hf0.5Zr0.5,Co
1966510.cif,Co0.89HfMo0.11,,3,Hf,Co0.89Mo0.11
252226.cif,CoHf,,2,Hf,Co
1629627.cif,CoHf,,2,Co,Hf
450354.cif,CoHf,,2,Co,Hf
1946419.cif,CoHf,,2,Hf,Co
450471.cif,CoHf,,2,Hf,Co
1607478.cif,CoHf,,2,Hf,Co
1941819.cif,CoHf,,2,Co,Hf
533303.cif,CoHf,,2,Co,Hf
1967448.cif,CoHf,,2,Hf,Co
1821814.cif,Co0.10GdZn0.90,,3,Gd,Zn0.9Co0.1
1055725.cif,Co0.82Ga0.76V0.42,,3,Co0.82V0.18,Ga0.76V0.24
382901.cif,CoGa0.60Ti0.40,,3,Co,Ga0.6Ti0.4
382902.cif,CoGa0.40Ti0.60,,3,Co,Ti0.6Ga0.4
1937287.cif,Co0.96Ga0.90Si0.14,,3,Co0.96Si0.04,Ga0.9Si0.1
1650307.cif,Co0.65Ga0.35Sc,,3,Sc,Co0.65Ga0.35
303437.cif,Co0.50GaNi0.50,,3,Co0.5Ni0.5,Ga
1010021.cif,Co0.60GaNi0.40,,3,Co0.6Ni0.4,Ga
555911.cif,CoGa0.77Mn0.13V0.10,,4,Ga0.775Mn0.125V0.1,Co
1928885.cif,CoGa0.25Mn0.50Si0.25,,4,Co,Mn0.5Ga0.25Si0.25
538403.cif,Co0.70GaMn0.30,,3,Ga,Co0.7Mn0.3
302214.cif,CoGa0.69Mn0.31,,3,Co,Ga0.69Mn0.31
1005523.cif,Co0.60Ga0.40Hf,,3,Co0.6Ga0.4,Hf
261812.cif,CoGa,,2,Co,Ga
382903.cif,CoGa,,2,Co,Ga
532447.cif,CoGa,,2,Co,Ga
532451.cif,CoGa,,2,Co,Ga
261288.cif,CoGa,,2,Co,Ga
454524.cif,CoGa,,2,Co,Ga
555171.cif,CoGa,,2,Co,Ga
533539.cif,CoGa,,2,Co,Ga
1431488.cif,CoGa,,2,Co,Ga
1010019.cif,CoGa,,2,Co,Ga
1435323.cif,CoGa,,2,Co,Ga
454640.cif,CoGa,,2,Co,Ga
454913.cif,Co1.16Ga0.84,,2,Co,Ga0.84Co0.16
1957925.cif,Co1.17Ga0.83,,2,Co,Ga0.83Co0.17
1946584.cif,Co0.80Fe0.20Zr,,3,Zr,Co0.8Fe0.2
1240100.cif,Co0.90Fe0.10Zr,,3,Zr,Co0.9Fe0.1
1400449.cif,CoFe0.01Zr,,3,Zr,Co0.995Fe0.005
1617156.cif,Co0.50Fe0.50Ti,,3,Ti,Co0.5Fe0.5
546994.cif,Co0.80Fe0.70Sn0.50,m,3,Co0.53Fe0.47,Sn0.5Co0.27Fe0.23
1965579.cif,Co0.84Fe0.95Sm0.21,,3,Fe0.95Sm0.05,Co0.84Sm0.16
1831323.cif,CoFe0.50Si0.50,tf,3,Co,Fe0.5Si0.5
1957801.cif,CoFe0.50Si0.50,tf,3,Co,Fe0.5Si0.5
1949830.cif,CoFe0.50Si0.50,tf,3,Co,Fe0.5Si0.5
1833858.cif,Co0.25Fe0.50Ru0.75Si0.50,,4,Fe0.5Si0.5,Ru0.75Co0.25
555220.cif,Co0.04FeRh0.96,rt,3,Fe,Rh0.96Co0.04
1541247.cif,Co0.50Fe0.50Mn0.33Si0.67,,4,Si0.333Co0.25Fe0.25Mn0.167,Si0.333Co0.25Fe0.25Mn0.167
1964495.cif,Co0.26Fe0.04Mn0.70Ni0.70Ti0.30,,5,Mn0.7Ti0.3,Ni0.7Co0.26Fe0.04
538402.cif,Co0.50Fe0.50Ga,ht,3,Ga,Co0.5Fe0.5
1957927.cif,Co1.11Fe0.06Ga0.83,ht,3,Co,Ga0.83Co0.11Fe0.06
1965535.cif,Co0.68Fe1.32,rt,2,Fe,Co0.68Fe0.32
1330342.cif,CoFe,rt,2,Co,Fe
1820473.cif,CoFe,rt,2,Co,Fe
535037.cif,CoFe,rt,2,Co,Fe
1940370.cif,CoFe,rt,2,Fe,Co
1826262.cif,CoFe,rt,2,Fe,Co
1942875.cif,Co0.40Cu0.60Zr,,3,Cu0.6Co0.4,Zr
1946188.cif,Co0.25Cu0.50Ni0.25Zr,ht,4,Zr,Cu0.5Co0.25Ni0.25
1961237.cif,Co0.10Cu0.03In0.26Mn0.73Ni0.87,,5,Ni0.874Co0.096Cu0.03,Mn0.734In0.26Co0.006
302729.cif,Co0.94Cu0.11Ga0.95,,3,Co0.94Cu0.06,Ga0.95Cu0.05
302728.cif,Co0.95Cu0.11Ga0.94,,3,Co0.95Cu0.05,Ga0.94Cu0.06
1957928.cif,Co1.11Cu0.06Ga0.83,,3,Co,Ga0.83Co0.11Cu0.06
555176.cif,Co0.67Cr0.33Ga,,3,Co0.67Cr0.33,Ga
1957926.cif,Co1.11Cr0.06Ga0.83,,3,Co,Ga0.83Co0.11Cr0.06
1638679.cif,CNRb,hp1,3,Rb,CN
1001347.cif,CCsN,rt,3,Cs,CN
541942.cif,ClTl,,2,Tl,Cl
1143548.cif,ClTl,,2,Tl,Cl
1713138.cif,ClTl,,2,Tl,Cl
1715129.cif,ClTl,,2,Tl,Cl
1800809.cif,ClTl,,2,Tl,Cl
545660.cif,ClTl,,2,Tl,Cl
1801599.cif,ClTl,,2,Tl,Cl
375037.cif,ClTl,,2,Tl,Cl
1605302.cif,ClTl,,2,Tl,Cl
1715126.cif,ClTl,,2,Tl,Cl
557461.cif,ClTl,,2,Tl,Cl
1040370.cif,ClTl,,2,Tl,Cl
1231691.cif,ClTl,,2,Tl,Cl
1500568.cif,ClTl,,2,Tl,Cl
1102117.cif,ClTl,,2,Tl,Cl
1102118.cif,ClRb0.12Tl0.88,,3,Tl0.88Rb0.12,Cl
1921282.cif,ClRb,hp,2,Rb,Cl
1925201.cif,ClRb,hp,2,Rb,Cl
1214535.cif,ClRb,hp,2,Rb,Cl
1925143.cif,ClRb,hp,2,Rb,Cl
1715127.cif,ClRb,hp,2,Rb,Cl
1638526.cif,ClNa,hp,2,Cl,Na
530566.cif,ClNa,hp,2,Cl,Na
1605493.cif,ClNa,hp,2,Na,Cl
1933444.cif,ClNa,hp,2,Na,Cl
380812.cif,ClNa,hp,2,Na,Cl
1816911.cif,ClNa,hp,2,Na,Cl
1623789.cif,ClNa,hp,2,Cl,Na
375038.cif,ClK0.05Tl0.95,,3,Tl0.95K0.05,Cl
1713137.cif,ClK0.05Tl0.95,,3,Tl0.95K0.05,Cl
1714574.cif,ClK,hp,2,K,Cl
1921278.cif,ClK,hp,2,K,Cl
1254480.cif,ClK,hp,2,K,Cl
545664.cif,Cl0.98I0.02Tl,,3,Tl,Cl0.98I0.02
1830856.cif,ClCs0.98Rb0.02,,3,Cs0.982Rb0.018,Cl
305324.cif,ClCs0.93Rb0.07,,3,Cs0.93Rb0.07,Cl
1310277.cif,ClCs,rt,2,Cs,Cl
1300925.cif,ClCs,rt,2,Cs,Cl
1951921.cif,ClCs,rt,2,Cs,Cl
1951911.cif,ClCs,rt,2,Cs,Cl
1951923.cif,ClCs,rt,2,Cs,Cl
1300368.cif,ClCs,rt,2,Cs,Cl
1951924.cif,ClCs,rt,2,Cs,Cl
1300364.cif,ClCs,rt,2,Cs,Cl
1951925.cif,ClCs,rt,2,Cs,Cl
1814785.cif,ClCs,rt,2,Cs,Cl
1500979.cif,ClCs,rt,2,Cs,Cl
1951927.cif,ClCs,rt,2,Cs,Cl
1052264.cif,ClCs,rt,2,Cs,Cl
1951912.cif,ClCs,rt,2,Cs,Cl
1951913.cif,ClCs,rt,2,Cs,Cl
1951929.cif,ClCs,rt,2,Cs,Cl
1951914.cif,ClCs,rt,2,Cs,Cl
1351191.cif,ClCs,rt,2,Cs,Cl
1250083.cif,ClCs,rt,2,Cs,Cl
1951915.cif,ClCs,rt,2,Cs,Cl
1951910.cif,ClCs,rt,2,Cs,Cl
1052266.cif,ClCs,rt,2,Cs,Cl
531785.cif,ClCs,rt,2,Cs,Cl
1700166.cif,ClCs,rt,2,Cs,Cl
1951916.cif,ClCs,rt,2,Cs,Cl
376449.cif,ClCs,rt,2,Cs,Cl
1951928.cif,ClCs,rt,2,Cs,Cl
1951917.cif,ClCs,rt,2,Cs,Cl
1951918.cif,ClCs,rt,2,Cs,Cl
305323.cif,ClCs,rt,2,Cs,Cl
556284.cif,ClCs,rt,2,Cs,Cl
1720039.cif,ClCs,rt,2,Cs,Cl
1230122.cif,ClCs,rt,2,Cs,Cl
556937.cif,ClCs,rt,2,Cs,Cl
1951930.cif,ClCs,rt,2,Cs,Cl
1830857.cif,ClCs,rt,2,Cs,Cl
1951931.cif,ClCs,rt,2,Cs,Cl
1951922.cif,ClCs,rt,2,Cs,Cl
1951919.cif,ClCs,rt,2,Cs,Cl
311754.cif,ClCs,rt,2,Cs,Cl
1951926.cif,ClCs,rt,2,Cs,Cl
533991.cif,ClCs,rt,2,Cs,Cl
1951920.cif,ClCs,rt,2,Cs,Cl
1951933.cif,ClCs,rt,2,Cs,Cl
1951932.cif,ClCs,rt,2,Cs,Cl
1720967.cif,CeZn,rt,2,Ce,Zn
453502.cif,CeZn,rt,2,Ce,Zn
1522306.cif,CeZn,rt,2,Ce,Zn
454430.cif,CeZn,rt,2,Ce,Zn
1006733.cif,CeZn,rt,2,Ce,Zn
456077.cif,CeZn,rt,2,Ce,Zn
454725.cif,CeZn,rt,2,Ce,Zn
1128921.cif,CeZn,rt,2,Ce,Zn
558971.cif,CeZn,rt,2,Ce,Zn
558970.cif,CeZn,rt,2,Ce,Zn
558969.cif,CeZn,rt,2,Ce,Zn
251975.cif,CeZn,rt,2,Ce,Zn
552401.cif,CeZn,rt,2,Zn,Ce
1226327.cif,CeZn,rt,2,Ce,Zn
1922451.cif,Ce0.20Y0.80Zn,,3,Y0.8Ce0.2,Zn
1301114.cif,CeTl,rt,2,Ce,Tl
538342.cif,Ce0.20RhY0.80,,3,Y0.8Ce0.2,Rh
455774.cif,CeP,hp,2,Ce,P
1128918.cif,CeMg0.64Zn0.36,,3,Ce,Mg0.64Zn0.36
1128919.cif,CeMg0.28Zn0.72,,3,Ce,Zn0.72Mg0.28
1922449.cif,Ce0.20MgY0.80,,3,Y0.8Ce0.2,Mg
1818018.cif,Ce0.60MgY0.40,,3,Ce0.6Y0.4,Mg
1839056.cif,Ce1.02Mg0.95Sr0.03,,3,Ce,Mg0.954Sr0.026Ce0.02
1128920.cif,CeMg,,2,Ce,Mg
1008767.cif,CeMg,,2,Ce,Mg
261143.cif,CeMg,,2,Mg,Ce
456074.cif,CeMg,,2,Ce,Mg
552395.cif,CeMg,,2,Mg,Ce
1818017.cif,CeMg,,2,Ce,Mg
454726.cif,CeMg,,2,Ce,Mg
251754.cif,CeMg,,2,Ce,Mg
1922452.cif,Ce0.20La0.80Zn,,3,La0.8Ce0.2,Zn
1922450.cif,Ce0.20La0.80Mg,,3,La0.8Ce0.2,Mg
251981.cif,CeHg,,2,Ce,Hg
251880.cif,CeHg,,2,Ce,Hg
1522307.cif,CeCu0.50Zn0.50,,3,Ce,Cu0.5Zn0.5
530677.cif,CdYb,,2,Cd,Yb
250295.cif,CdYb,,2,Cd,Yb
251482.cif,CdYb,,2,Cd,Yb
530679.cif,CdY,rt,2,Cd,Y
251951.cif,CdY,rt,2,Cd,Y
532729.cif,CdY,rt,2,Y,Cd
551737.cif,CdY,rt,2,Y,Cd
250294.cif,CdTm,rt,2,Cd,Tm
551735.cif,CdTm,rt,2,Tm,Cd
530678.cif,CdTm,rt,2,Cd,Tm
453538.cif,CdTm,rt,2,Tm,Cd
453539.cif,CdTb,,2,Tb,Cd
530683.cif,CdTb,,2,Cd,Tb
454736.cif,CdTb,,2,Tb,Cd
530265.cif,CdTb,,2,Cd,Tb
250290.cif,CdTb,,2,Cd,Tb
451191.cif,CdSr,,2,Cd,Sr
261520.cif,CdSr,,2,Cd,Sr
251899.cif,CdSm,,2,Cd,Sm
530267.cif,CdSm,,2,Cd,Sm
530671.cif,CdSm,,2,Cd,Sm
450951.cif,CdSm,,2,Cd,Sm
532782.cif,CdSc,,2,Sc,Cd
1400010.cif,CdSc,,2,Sc,Cd
452075.cif,CdSc,,2,Cd,Sc
453489.cif,CdPr,rt,2,Pr,Cd
455256.cif,CdPr,rt,2,Cd,Pr
530261.cif,CdPr,rt,2,Cd,Pr
551740.cif,CdPr,rt,2,Pr,Cd
454734.cif,CdPr,rt,2,Pr,Cd
453504.cif,CdPr,rt,2,Cd,Pr
531880.cif,Cd1.15Pd0.85,ht,2,Cd,Pd0.85Cd0.15
530260.cif,CdNd,rt,2,Cd,Nd
551739.cif,CdNd,rt,2,Nd,Cd
454735.cif,CdNd,rt,2,Nd,Cd
250296.cif,CdLu,,2,Cd,Lu
453537.cif,CdLu,,2,Lu,Cd
546102.cif,Cd0.25LiTl0.75,,3,Li,Tl0.75Cd0.25
1925855.cif,CdLi,hp,2,Li,Cd
530258.cif,CdLa,rt,2,Cd,La
551742.cif,CdLa,rt,2,La,Cd
453503.cif,CdLa,rt,2,La,Cd
455252.cif,CdLa,rt,2,La,Cd
453490.cif,CdLa,rt,2,La,Cd
251639.cif,CdLa,rt,2,La,Cd
453535.cif,CdHo,,2,Ho,Cd
530262.cif,CdHo,,2,Cd,Ho
530681.cif,CdHo,,2,Cd,Ho
250292.cif,CdHo,,2,Cd,Ho
1716308.cif,Cd0.80GdRu0.20,,3,Gd,Cd0.8Ru0.2
1716307.cif,Cd0.90GdRu0.10,,3,Gd,Cd0.9Ru0.1
551738.cif,CdGd,rt,2,Gd,Cd
454737.cif,CdGd,rt,2,Gd,Cd
251453.cif,CdGd,rt,2,Cd,Gd
558798.cif,CdGd,rt,2,Gd,Cd
251896.cif,CdGd,rt,2,Gd,Cd
530684.cif,CdGd,rt,2,Cd,Gd
312627.cif,CdGd,rt,2,Gd,Cd
530266.cif,CdGd,rt,2,Cd,Gd
1831395.cif,CdGd,rt,2,Cd,Gd
456713.cif,Cd0.90Eu1.10,,2,Eu,Cd0.9Eu0.1
250297.cif,CdEu,,2,Cd,Eu
252027.cif,CdEu,,2,Cd,Eu
530685.cif,CdEu,,2,Cd,Eu
453536.cif,CdEr,,2,Er,Cd
530264.cif,CdEr,,2,Cd,Er
250293.cif,CdEr,,2,Cd,Er
530680.cif,CdEr,,2,Cd,Er
530682.cif,CdDy,rt,2,Cd,Dy
250291.cif,CdDy,rt,2,Cd,Dy
530263.cif,CdDy,rt,2,Cd,Dy
551736.cif,CdDy,rt,2,Dy,Cd
301965.cif,Cd0.90Cu0.10Sr,,3,Sr,Cd0.9Cu0.1
530259.cif,CdCe,rt,2,Cd,Ce
455254.cif,CdCe,rt,2,Ce,Cd
453499.cif,CdCe,rt,2,Ce,Cd
1724931.cif,CdCe,rt,2,Ce,Cd
551741.cif,CdCe,rt,2,Ce,Cd
1008820.cif,CdCe,rt,2,Ce,Cd
453488.cif,CdCe,rt,2,Ce,Cd
458265.cif,CaTl,,2,Ca,Tl
458454.cif,CaTl,,2,Ca,Tl
529481.cif,CaTl,,2,Ca,Tl
533920.cif,CaTe,hp2,2,Ca,Te
251721.cif,CaPd,,2,Ca,Pd
260078.cif,CaPd,,2,Ca,Pd
450963.cif,CaPd,,2,Ca,Pd
450113.cif,CaPd,,2,Ca,Pd
1936762.cif,CaPd,,2,Ca,Pd
1922420.cif,CaIn0.50Tl0.50,,3,Ca,In0.5Tl0.5
458455.cif,CaIn,rt,2,Ca,In
250227.cif,CaIn,rt,2,Ca,In
251702.cif,CaHg,,2,Ca,Hg
1922419.cif,CaCd0.50Tl0.50,,3,Ca,Cd0.5Tl0.5
453486.cif,CaCd,,2,Ca,Cd
458456.cif,CaCd,,2,Ca,Cd
545064.cif,BrTl,,2,Tl,Br
541941.cif,BrTl,,2,Br,Tl
556994.cif,BrTl,,2,Tl,Br
1923647.cif,BrTl,,2,Tl,Br
1801600.cif,BrTl,,2,Tl,Br
557462.cif,BrTl,,2,Tl,Br
1605303.cif,BrTl,,2,Tl,Br
1102113.cif,BrTl,,2,Tl,Br
1040127.cif,BrTl,,2,Tl,Br
1948333.cif,BrTl,,2,Tl,Br
1102114.cif,BrRb0.20Tl0.80,,3,Tl0.8Rb0.2,Br
1925144.cif,BrRb,hp,2,Rb,Br
1500981.cif,BrRb,hp,2,Rb,Br
1921281.cif,BrRb,hp,2,Rb,Br
1542329.cif,BrLi,cP,2,Br,Li
1921277.cif,BrK,hp,2,K,Br
545065.cif,Br0.35I0.65Tl,,3,Tl,I0.65Br0.35
1923649.cif,Br0.54I0.46Tl,,3,Tl,Br0.538I0.462
1965467.cif,BrCs0.72Zn0.14,,3,Cs0.7224Zn0.1376,Br
1925339.cif,BrCs0.90Rb0.10,,3,Cs0.9Rb0.1,Br
553275.cif,Br0.09CsI0.91,,3,Cs,I0.91Br0.09
1101009.cif,Br0.50CsI0.50,,3,Cs,Br0.5I0.5
553274.cif,Br0.94CsI0.06,,3,Cs,Br0.94I0.06
556287.cif,BrCs,rt,2,Cs,Br
1200050.cif,BrCs,rt,2,Cs,Br
1605216.cif,BrCs,rt,2,Cs,Br
1415172.cif,BrCs,rt,2,Cs,Br
1101007.cif,BrCs,rt,2,Cs,Br
553273.cif,BrCs,rt,2,Cs,Br
1503099.cif,BrCs,rt,2,Cs,Br
1638440.cif,BrCs,rt,2,Cs,Br
1965466.cif,BrCs,rt,2,Cs,Br
1925338.cif,BrCs,rt,2,Cs,Br
553896.cif,BrCs,rt,2,Cs,Br
1605601.cif,BrCs,rt,2,Cs,Br
1814786.cif,BrCs,rt,2,Cs,Br
1650339.cif,BrCs,rt,2,Cs,Br
1310278.cif,BrCs,rt,2,Cs,Br
1500980.cif,BrCs,rt,2,Cs,Br
1300926.cif,BrCs,rt,2,Cs,Br
1818155.cif,BrCs,rt,2,Cs,Br
1052262.cif,BrCs,rt,2,Cs,Br
545239.cif,Br0.50Cl0.50Tl,,3,Tl,Br0.5Cl0.5
556285.cif,Br0.90Cl0.10Cs0.90Rb0.10,,4,Cs0.9Rb0.1,Br0.9Cl0.1
1814787.cif,Br0.50Cl0.50Cs,,3,Cs,Br0.5Cl0.5
556286.cif,Br0.50Cl0.50Cs,,3,Cs,Br0.5Cl0.5
1715660.cif,BiTl,cub,2,Tl,Bi
450293.cif,BiTh,m,2,Bi,Th
1831345.cif,BiTh,m,2,Th,Bi
1539043.cif,BiS,hp,2,S,Bi
1835445.cif,BiPr,hp,2,Pr,Bi
1962890.cif,Bi0.07Mn0.93Rh,,3,Mn0.93Bi0.07,Rh
1960875.cif,Bi0ClTl,,3,Tl0.999Bi0.001,Cl
456071.cif,BiCe,hp2,2,Ce,Bi
1253846.cif,BeTi0.82Zr0.18,m,3,Ti0.82Zr0.18,Be
531891.cif,BeTi,m,2,Ti,Be
458413.cif,BeRh,,2,Rh,Be
455339.cif,BePd,,2,Pd,Be
532051.cif,BeNi,,2,Be,Ni
261807.cif,BeNi,,2,Be,Ni
1838079.cif,BeNi,,2,Be,Ni
1301611.cif,Be0.56Fe1.44,m,2,Fe,Be0.56Fe0.44
457905.cif,BeCu,,2,Be,Cu
1253845.cif,BeCr0.16Ni0.84,,3,Be,Ni0.84Cr0.16
1228196.cif,BeCo,,2,Be,Co
261737.cif,BeCo,,2,Be,Co
1228266.cif,BeCo,,2,Be,Co
453736.cif,BeCo,,2,Co,Be
455338.cif,BeCo,,2,Be,Co
260441.cif,BaZn,,2,Ba,Zn
251916.cif,BaZn,,2,Ba,Zn
532159.cif,BaTe,hp,2,Ba,Te
533972.cif,BaSe,hp,2,Ba,Se
532158.cif,BaSe,hp,2,Ba,Se
1153058.cif,BaSe,hp,2,Ba,Se
1301152.cif,BaS,hp,2,Ba,S
549105.cif,BaS,hp,2,Ba,S
450822.cif,BaHg,,2,Ba,Hg
451190.cif,BaHg,,2,Ba,Hg
1153059.cif,BaCo0Se,,3,Ba0.998Co0.002,Se
451193.cif,BaCd,,2,Ba,Cd
453487.cif,BaCd,,2,Ba,Cd
1635525.cif,B0.67Fe0.67Ru0.67,,3,Ru0.667Fe0.333,B0.667Fe0.333
314448.cif,AuZn,rt,2,Au,Zn
532467.cif,AuZn,rt,2,Au,Zn
456576.cif,AuZn,rt,2,Au,Zn
450635.cif,AuZn,rt,2,Au,Zn
456969.cif,AuZn,rt,2,Au,Zn
314447.cif,AuZn,rt,2,Au,Zn
311772.cif,AuZn,rt,2,Au,Zn
314450.cif,AuZn,rt,2,Au,Zn
314446.cif,AuZn,rt,2,Au,Zn
314449.cif,AuZn,rt,2,Au,Zn
314445.cif,AuZn,rt,2,Au,Zn
558612.cif,AuZn,rt,2,Au,Zn
314444.cif,AuZn,rt,2,Au,Zn
314452.cif,AuZn,rt,2,Au,Zn
534806.cif,AuZn,rt,2,Au,Zn
314451.cif,AuZn,rt,2,Au,Zn
1931950.cif,Au1.04Zn0.96,rt,2,Au,Zn0.96Au0.04
558005.cif,Au1.06Zn0.94,rt,2,Au,Zn0.94Au0.06
251033.cif,AuYb,ht,2,Yb,Au
451530.cif,AuYb,ht,2,Yb,Au
525879.cif,AuYb,ht,2,Au,Yb
530808.cif,AuY,,2,Au,Y
251355.cif,AuTm,ht,2,Tm,Au
530815.cif,AuTm,ht,2,Au,Tm
530384.cif,AuTi,ht2,2,Au,Ti
530813.cif,AuTb,ht,2,Au,Tb
1013050.cif,AuTb,ht,2,Tb,Au
530811.cif,AuSm,ht2,2,Au,Sm
1407354.cif,AuSc,,2,Au,Sc
527110.cif,AuSc,,2,Sc,Au
452516.cif,AuRb,,2,Au,Rb
1301529.cif,AuRb,,2,Au,Rb
1629571.cif,AuPr,ht,2,Au,Pr
530809.cif,AuPr,ht2,2,Au,Pr
302083.cif,Au0.50Pd0.50Zn,,3,Au0.5Pd0.5,Zn
1048471.cif,Au0.50Os0.50Zr,,3,Au0.5Os0.5,Zr
